GDC_Aliquot	proj	mean_CN
019b5277-f82a-4635-af04-1d61cddd6d4d	COAD	1.98836254208466
019e58db-7390-4564-a270-43c73b9f6302	MESO	1.89576137813832
01a1e8a0-51e3-400b-81dc-581a93199892	BRCA	4.51175038008461
01b12283-0542-4f7a-af17-56b1761d9dba	GBM	2.01984613253592
01b14a79-dbf8-43c8-b277-6c291a8e46fd	ESCA	5.10927139474332
01bc5261-bf91-4f7b-a6b4-0e727c5e31d2	BRCA	2.06307801515532
01bf67e9-2eb3-47d5-9b18-f380091257e6	STAD	2.11231346967114
01d8028b-cd98-44c9-a4e5-7af24a31ad83	LGG	2.01906011722544
01f5d28e-fe75-4d58-9440-ea66f46006c4	LUAD	2.0922139523719
01fa8be7-e431-4184-8459-5d8c2bd84d19	KIRC	2.04254638434374
01fc2bf2-7103-4ff8-817d-8d16192c1e04	LUAD	2.12943673065374
02053079-62b7-4df6-9c3f-b37af76082ea	COAD	2.12137242413988
0209c82e-96df-4a0f-8008-b1747d357109	KIRC	2.01118996877122
0209f46e-5169-41c8-8134-b140bca83612	SARC	3.8505968815917
02193ac0-c14e-4f29-84f7-1e73af5da38f	THCA	1.99994707456765
021d7f63-eeee-49e1-82c5-435df6f1b415	KIRC	1.94698156196039
022234bf-b9c1-4bb7-8281-e11112239ae4	GBM	2.07224360858261
02275f5e-a3bf-4759-b481-d5ef710dff56	BRCA	3.74961397172422
0238f14f-917b-4c02-a59f-518665e5afce	UCEC	2.88360506447517
023c31b7-8e65-4591-874d-508ef388ed51	LUAD	3.35369173105534
023c8a5e-a775-4439-8ae3-4c74734ad39d	LUSC	3.70683868583036
024aa539-11a4-4345-9649-29ea74aade89	STAD	3.19023725606266
0253cd5d-a580-443d-ab89-b00a5971d025	LUSC	1.97656606715643
02600c52-6742-4d06-b417-16694f0c026b	BRCA	2.14237924601078
026035e0-8d0d-489d-993a-470999d6a522	SARC	1.80086378795389
026db526-551d-4f9d-a5e2-3fb81253e14d	LUAD	2.04252556919582
027ee271-4f35-4e48-ae98-6056da71830b	CESC	2.09679985364837
02806262-c1b7-49a2-92f5-27b1c5f9fdb8	UVM	2.00194046378779
0280ebd8-d7ff-4097-bc17-ca5722e0c9bc	BLCA	3.35341720125969
02841f4a-92df-47d3-bb8e-1b521b3d06ee	DLBC	4.46468718308956
0298819c-c447-44f3-9067-433801c5838a	ACC	2.00199610660708
02a3958c-efc2-433b-9187-19ba2607468d	LUAD	3.63159228506414
02a42198-33ce-415f-b29f-2b33ac063a6b	THCA	2.0007623849506
02b4b7bf-3871-4c41-88fc-59ae939d46d6	CESC	2.00242306956847
02bde32b-37e9-4768-9222-aba698b4ef49	BRCA	1.99761975874781
02c753ab-da0b-44a1-8ebf-0fe58a748c0b	LAML	3.99886530562351
02c9e3f9-7b0a-4921-8a02-9b340bfe4b37	ACC	2.71810504355994
02cd37d3-965c-4d84-bc60-ee8dc791caa2	HNSC	1.82676424299546
02cd4845-fbe6-4298-9789-686202ec2866	COAD	2.0335877118918
02cde315-da7e-4d9f-9aef-199c528ac9e9	HNSC	3.44564414831475
02d477c4-771f-4d9f-b99a-aef9088d85dc	KIRC	3.65956976790939
02df2624-91d6-4c65-b09d-0eb3adc7dadb	COAD	2.0013680746575
02e34699-d3cd-4dba-b8ab-9038ca6a14a5	OV	1.87429379450168
02e8ac5d-55af-4a1b-8b00-1f44f14183d4	CESC	3.63398087984523
02f60d1c-17ae-450c-b40f-fe8d6c4b80ed	GBM	2.05806817895574
02fb72d1-09cc-4967-bb5c-26ced3c1ed37	KIRP	2.26154654723858
02fcfd20-095f-4947-862f-fd128292d316	ESCA	2.21387060774719
030a8b8c-ce8c-4ec5-af7b-c7e574ea20b6	SARC	3.55436972682861
030bcf0f-2c81-4a0c-bc13-f54678b3b4ad	UCEC	4.02233746800382
030e5697-5832-48a2-8d60-3ee898cb5253	CESC	3.53472208212672
0323e53c-a64f-426b-9f8e-f76b6bdf6118	BRCA	1.83652941754287
032c43b9-5eb2-4817-a80b-f04c393ea4f5	CESC	4.36455907392267
033073bd-6724-4b79-acd4-74aac34436c3	OV	2.826118168491
033214d1-b6a9-499c-97da-1703d8d0e150	LUAD	1.99101971731613
03355f92-2b6c-4580-a6e5-a475e3690817	GBM	5.56200044059107
033a6be8-3de9-4135-a105-3be76217fc9e	COAD	2.07856747142589
033d03c0-d1bc-47a3-99df-381ddebc92a0	LAML	1.94310261129218
03401783-3c60-4422-be65-1cd57846ce84	STAD	4.32985575207743
0341d7ed-3682-45ad-b446-ac589cfe6c4d	PRAD	1.97571688507404
03493379-b8b3-4398-9a53-0513c970eeda	LUAD	5.42335237240287
034c4192-ef24-4a89-8ce3-48feb6c53249	PCPG	2.00148737856229
0354dd0a-3de5-4926-be37-b050495fafc2	SARC	4.08304379199375
03615f93-a516-4e87-a900-ff455eae68ae	PRAD	1.98688185773119
03698d88-fe0d-4570-9ae7-c466236be052	KIRC	4.04029820102989
036ae2ad-059b-46e4-b1a5-e21ab6431212	ESCA	3.29672246032373
03747cab-19ad-4316-93ce-6c642a7fb5bf	LUAD	3.95972083008384
03756bee-b7db-4e31-bb34-cd8be55f54f5	THCA	2.0019988441355
037b8a48-b345-4971-9226-dc9199a29d82	BRCA	4.10736194458117
037f91d6-c581-47b7-8fbd-4979082ec4be	UVM	2.30989579891348
03821716-bf8a-4cd5-85a2-060be4d3e666	KIRP	2.21348168403863
03884466-45fc-4dfb-8108-f32c4315bca8	HNSC	3.91508191333721
0389b7f4-3b8e-48ab-8cbe-9b0523668dd2	ACC	1.82792330368103
038d04c2-0f72-403f-af2a-d27d8d75957a	GBM	2.07275800885096
038df215-cb7f-4b84-967b-23869e82081c	LGG	3.84057267091127
038e3b19-1928-4872-b557-eea8e8f02332	COAD	3.05867356594797
039791fb-7dd8-4f3b-9a7f-c8b8368d9de1	LIHC	2.8932293949282
039dd88e-a3dc-4abd-a8b1-9cfcfe98842f	LUAD	1.85838656655103
03a549d6-026f-4ffe-9deb-b5d5641a874c	UCEC	2.01838121664203
03b447b0-d92c-4d78-a496-fcf20be55ce5	BRCA	1.97903789459908
03cb6ce8-70a3-4eb2-9caf-a0617fe44842	PRAD	1.95478144460349
03ccbe2f-2274-4cb6-8e22-bce1e523c520	STAD	2.17205050379619
03d26103-3b2a-41e4-a9bb-1d34807b1c1f	OV	4.04394150631249
03d2fa95-b1db-4e4f-86a6-8174eac0d266	UVM	1.84725693044212
03e5e936-8b9e-42c0-9eab-e8d598e64513	UCEC	3.87451318229539
03e74232-acb4-4091-a6c6-871373562974	PRAD	1.95146172572953
03ea8f2f-f49a-48e5-aaf1-35d587e9904c	PCPG	3.35410457384282
03f43069-e75e-4f18-ae60-1796fccdefb0	UCEC	1.61263968125511
03f47807-3c02-4ae0-be98-57e1f4da07eb	HNSC	3.46706765790785
03fb1ece-f53f-45b0-ab35-20d762859ad4	UCEC	3.22538967665597
03fd168b-3ada-472c-89a9-33dae1531fc3	BRCA	2.42372145220753
03ffe040-f68e-4507-9f52-65a4a206afb0	COAD	3.64241321285759
04084457-a1e7-4873-a8cd-f80686b43050	LGG	1.94523092784467
040941a9-bc0a-4054-9d43-b8b66802d07e	LUAD	5.16124501144468
04174e2d-2241-4ac5-a0b1-653b8fd41db9	BRCA	4.61367935358397
04186ba9-f18d-47f1-b3fd-2495c69b2e2d	READ	3.56238182190897
0424b8f4-319d-4d69-825a-85d2098e9143	THCA	2.01227286430269
0433b5fd-05f4-4fa2-9afa-4162f8e32de9	LGG	1.87735453414795
0434e8b2-71b5-48b1-bbe2-a9661fe4ccca	COAD	2.05690961515607
04358d2c-d409-4ca1-9748-589470b04a7b	KIRP	2.24972087210797
0437dfdd-a6fe-4be3-a2ae-86e6e3819e44	KIRP	2.11028217695512
0438a25c-ddd7-4d84-8c33-b29def47e687	GBM	3.75605717606619
0438eeab-14dc-4974-b729-69a96ba2f838	PRAD	1.89308218535699
0439b6e9-7122-4284-88de-0db8c339c691	UVM	1.99779807739522
043ea226-d446-4d46-a096-a9c49cd331a9	LGG	2.00091605340562
04405cd0-817f-48d6-900a-3abda1a2f9fa	UVM	4.08576551308562
04433529-fc9a-439f-b645-cbd55904470d	SARC	1.62541211578963
04445d7b-bc5a-45a2-b5b5-9a534848e9a7	UCEC	2.56059462006783
04472113-b3fd-42c0-bfe4-dd50133d9ad4	CESC	2.18374890046797
044a1dc4-f089-4df1-aa44-87cd2859d8cd	ESCA	3.63066892672556
044c938b-35f5-48eb-8edc-345608583259	UCEC	3.25726897954404
0454f859-7f42-4ff3-9069-cab9e0a897a1	STAD	1.64865102599765
045b3b3f-9523-499a-aaa1-5b26d1c39676	LIHC	2.11213246128755
045f797a-82eb-4539-96ad-e8e671401f40	LIHC	2.17937898061664
045fa1d3-99d8-4924-9ab8-64ac4cec0cfb	HNSC	2.04827745782414
047b8d71-5527-4fbd-aab0-904f2927e3d6	LIHC	2.59287693850866
047cfcbe-26eb-493c-91a5-b71f3671dbc9	LAML	1.9985987081912
0480abf8-63b7-41b8-bc98-3e6fb46097db	LGG	1.96207353455867
0481cd5d-3183-4ef5-8849-7305ec2eb9a2	SARC	3.01209849037817
0485a5c4-f8ba-4719-b1d5-385c592256ab	LIHC	2.28634242634962
048b77c4-89da-4fc0-a07b-06bb53dfeb2e	UVM	2.1112225618267
04900672-4e32-4dce-8c00-0f9ed1d579f7	LIHC	3.71457542352464
04a9d66c-f969-44a8-870d-d8bd17f06db1	SKCM	4.23733275407475
04ab0294-895b-4f88-874a-96b9e7c12a48	PCPG	1.92102049229802
04ae973c-33a1-4967-9103-0a604b04fa67	LUSC	3.0747683518476
04b0863d-8c17-4e9c-9e40-49d73b95ccb5	COAD	2.04761437867725
04b2bf95-b39a-452e-a4f8-006ec2802bd5	LUSC	3.78172077864822
04b9a915-6a99-4052-be42-7af24cf4170c	STAD	2.16996033665543
04b9fbce-d7ee-43ce-86a1-a820842ffd71	PCPG	2.00085889784281
04ca65ff-5024-4c58-9c7e-5f03691f3c6d	BRCA	4.1618153086824
04cab715-bbc8-48ab-b059-1ebcf740e3c3	OV	2.29837466292065
04d81c5e-988c-42ba-9313-40a4d94f7283	HNSC	2.72917251571237
04d82271-a5f6-4516-b167-66285972373d	STAD	2.58081474603637
04d9241c-fa0b-4c38-a208-5cb4b7e6e903	SKCM	2.0661091886848
04dac9e1-f867-481c-aa21-5c17336af1fd	BRCA	1.55756089235883
04dc2e3c-0fcb-4742-a91a-1d3be7a355d3	UCEC	2.00094860869494
04dc714b-e905-4d74-a53a-f41ecfbbbe7c	BRCA	1.9159788094361
04e643b0-76c8-4cae-8978-4538f7fa7c67	READ	2.27073404955332
04e8ef7d-5d0b-452c-b27d-891fcbf6608b	SARC	2.08574918403643
04f4e35d-a0d5-4254-9407-0b42427c4a4e	CESC	2.08503802050601
04fae573-6ec7-4382-8c8a-1300c4557388	SKCM	1.91393228031037
04fe65ad-01a2-4749-b710-9c6227c48253	UCS	1.78300568475498
0509eaa2-2671-4c59-b98b-200a6132cede	BRCA	1.81187731619288
050b0445-dde0-48c6-9a0f-9c041567cf3a	OV	1.96969804081422
050df7b9-a8e2-4eb5-85be-9c3b8e616ac6	LUAD	1.96538609827881
051411d6-149b-4a3c-90db-3632fca27ff2	SARC	1.90854793279175
051e9b48-2d5e-4585-96de-9fae27f59ac7	OV	3.79928011030245
05232d31-7107-4a58-bc70-3a7ef04c1ed1	UCEC	1.84604362978183
0526a7a8-4552-47cd-b016-7109068b4751	THCA	2.00186741842414
053be5c7-f81f-4c2f-9190-58db6f65b09e	UCEC	2.01241280887999
0546cdcd-59f0-4171-8d62-23632c553ec8	LUAD	3.15369614331599
05516ff4-2bbe-455b-93f4-928344626002	COAD	3.03291980980084
0554965a-b1e2-4ac7-a377-582d1a2c6e91	COAD	4.09836122518477
055ce18b-41ec-4faf-baa4-863faef9be68	OV	1.8040471922376
0565ae29-1375-4653-937d-efff9a2c2b1f	LUSC	2.80386392658203
058a3f72-41b3-450a-8a8e-df122d532517	LUAD	2.01890154436413
05936306-3484-48d1-9305-f4596aed82f3	BRCA	3.58723854678585
05a360b5-04ea-4f1b-be78-86470c58cb80	OV	2.08104103289339
05a9bbb7-bfec-4741-bf08-2166086b217f	LUSC	2.28294232900179
05afee4e-9acd-44f1-8a0c-ffa34d772b9c	BRCA	3.75664096659885
05b10796-b8e4-4464-85c2-4194b035ed90	LIHC	4.24855549101868
05b36e6d-dda3-4b55-a9cf-353991580d8e	PAAD	2.00051158685116
05b44e46-fb2e-46f8-b319-1a82620dc805	LUSC	3.30180358029135
05b48ec8-6422-490b-b587-c376cb7d0475	OV	3.16035673721261
05b4d21f-ac5c-4b7c-8cdc-9aad09365368	PRAD	1.99828576479957
05bcfb9a-4e0f-4a0d-b294-294c2814190b	PRAD	1.8721783341856
05cc8716-27bb-48f1-8bf7-563a728a1873	BRCA	2.19846439447436
05cd681e-6864-4296-88d3-f3848bdaaf58	BRCA	1.95940639714187
05cec78c-1a12-4e5f-beb8-bf55d9c263d2	CESC	2.2012700395694
05daa09f-f41b-4ea5-b737-57710edb603d	MESO	1.87916402760148
05dfbc1b-e91d-4c78-ad39-0d6bac02e71b	MESO	1.92618970040438
05e47b04-d785-43b2-8619-f7777eb4bcc4	SKCM	2.76113529360166
05e5d95f-b31f-44b1-a31c-640f6061a9e6	UCEC	1.99996025748362
05e8bb18-c757-433d-b097-711a6f6fa02c	COAD	3.13706571087359
05e961c5-b6ca-487e-aab8-234c366c150c	LUAD	2.60816510187965
05ee789e-dc0f-4f44-a238-84ec5a8207ab	BRCA	2.13435573081193
05ef3b4d-636b-4b2d-a2c6-e0f2e386046c	GBM	2.04993140834868
05f8d093-260b-4a94-bd96-9eae3763b553	CESC	3.30780155604634
05fd7ce0-b787-48fa-baa6-3bfe9647f4ec	OV	3.72535568789166
06007408-83ae-42dd-b7ea-bd017e97669f	BRCA	3.62099854681961
06008196-871e-4774-9146-6f9947cfd3c8	BLCA	1.80185601450941
06014153-a6ef-41d6-b607-5f50f3b50e1e	THCA	1.99897120115685
060187c7-b2d2-4d89-b565-ea495ef7f2e7	LUSC	2.11865593579245
060f0c60-00fe-4581-846d-7da284b93663	LAML	1.99921557620728
062f01fb-85b6-4c22-bb39-1ebaeca09d82	BRCA	1.53793059411192
06314c43-9391-4217-a64d-4ca8d902d6d7	LGG	1.96712479389956
0631dead-bc69-486f-a288-dc1eb1d382f1	OV	2.06189212161149
06335044-a113-46ed-a262-c0b34e572c07	LUSC	1.71745532076997
06401308-f6d0-4dd2-b5f0-f4443f8f94a9	GBM	2.00889022573733
06475c6e-c1c4-45a5-a1b9-7dc61d40e29f	LUSC	1.64043388634936
064b8a58-45eb-4abe-8627-5b4a8c69e6c7	BRCA	2.42595585303192
065cc1c1-a34d-4fe4-a4fa-baa5d9de42f3	LUSC	2.07773440913418
065f4be9-5b0d-4a94-9274-04c9a0fc7dd4	LIHC	1.96843913549803
067ce4e2-41e6-413a-8f2b-86c0b41890a7	PRAD	1.96698349341787
067efc9b-1c51-4eda-ba94-b8ceadeed5bb	THCA	2.00009094684459
06834dfb-7b97-4e1e-9716-cfaf47d15141	UCEC	3.49148436138234
06885aa5-33ae-4eab-ae31-f5f9c9b16480	BRCA	4.0661363040003
068eb7ab-7063-4196-9816-d23b6e331da6	COAD	2.08443133017709
068f2bd9-573a-4a8c-a086-fa8eee1b54dc	LUAD	3.43013784865591
069effeb-0751-47d7-9b3a-554e9dcef494	GBM	2.01018269289154
06a03007-a6fa-4a33-8c35-233ee9f896f8	ESCA	3.31432980888419
06a17285-3acc-4ed7-b76e-6c9aa7e53f62	KIRC	2.02397932020672
06a2b6c8-6306-43a8-9008-937c4d8995d9	LUAD	2.06596391242395
06a49298-2737-4513-82ed-b29e0aa8aff4	UCEC	2.00141650296041
06bf8847-2174-4bc0-befc-06437ca9ea29	GBM	2.00629271117646
06c30ed9-2bdd-4ea5-8afd-2be787152641	SARC	3.26475675976816
06c4368a-7d16-41b2-8441-bce041995995	GBM	1.97783002642117
06ca61f9-1a31-4ecf-95d3-f7150e10ae05	KIRP	2.10236711687879
06d4b4be-8f8f-46e2-8601-f3046f2f95cc	COAD	1.73464402959879
06d88660-f2c2-4f13-88a1-87638504ab1a	HNSC	1.76132903012197
06d9436a-ff8b-4c5f-a60c-f434f6d5aaf2	PRAD	2.21006995837517
06daa4e5-bb51-4ce5-9f84-727ef2e0f966	KIRC	2.04311018110691
06e0fea3-cb8d-45d5-b6cd-72715a113944	LUAD	1.99995909600971
06f2dea9-0647-4291-b807-2fda9d45151b	LUSC	2.02442137828603
0706a750-7884-4447-8453-009495f8ace3	LUAD	2.87001255902143
0708217f-f715-4c51-90d5-ed8e934d0249	HNSC	1.7840673544582
0716b4fb-1209-4a73-b14f-245d7277c7f3	BRCA	2.18942729903685
071b1b80-6d68-4b08-99c0-a0692c7cfed8	KIRC	3.88559301496149
071b569b-3b44-4a6b-ac2c-bbda7d13c501	BRCA	2.18896478693433
07211fe7-920e-4195-93d6-ff1d28d97732	KIRC	1.94120654375182
072ce5b7-2d35-4d28-8389-bef27fc77185	LGG	1.93413977390938
072e3a55-a5ac-4fb9-8617-8aa5fb129076	UCS	3.52526916842704
07321363-1d47-430a-a3ce-ec16f9b52d3a	BRCA	1.92299616858332
0735a0d0-e624-4148-ac31-4df71dda6b76	KICH	3.11874681750532
073a8f48-b7fe-46e9-ac89-5ebbbe315090	UVM	2.13815831496241
073ecb65-9391-4c16-a7e5-f9e17bb830bb	KIRP	2.29159931086581
07431666-42ca-495b-a72d-81bd9332ef79	LUAD	2.00000074770013
07440254-c4ae-43ec-8f9d-fdebdfc41021	SARC	2.79728973343145
07457bbf-0bf7-42f7-a257-84d0d352e792	KIRC	1.95108642160617
0747c04a-6607-43de-89e7-cc697cf531f9	LGG	1.89023731696712
074c98bd-ae0c-4f93-a18a-024faecfe555	BLCA	2.6370991739841
0750756a-4f85-4749-96be-9b55bb9773b1	UCEC	2.05767467701686
0755f2eb-6d94-4a5b-9533-f9d654688f44	THCA	2.00047886036103
0758d64e-8a4a-4e64-b2aa-7c42884c85a6	LAML	1.92776101927293
075b0a96-49a0-46af-83ba-5ac2efa09bf2	UCEC	2.04387093719393
0765c3ba-af58-4dcb-8244-7ef24f97d82d	HNSC	4.50335158412491
076e8e88-88cb-4ff9-bfaa-890246b7c569	ESCA	3.11854990914141
076f17b1-bbfd-411c-ad93-b9f96a60c9f4	LUSC	2.98813219639357
07723492-863e-44a2-9b69-6385e30671c9	ACC	1.87380500393013
0777a7ee-bd82-40af-b506-e6bdcb769ca8	LGG	3.7943213363332
077a366b-98ed-4fea-a525-9405f7aa4dea	BRCA	2.03512152222652
077ec394-6228-413d-ab4e-c64bf9c0cfc6	KIRP	4.19521438548815
07845351-b136-4ce9-ac2e-9218adb85194	UCS	2.75010215421069
078bd470-f68e-42ea-93f7-7a187982d9be	CESC	2.09239120206926
078e4ee9-05ec-4da5-b510-449bed8be62c	GBM	2.01778105878192
07ae234d-5cad-44af-a034-ccc108b7f74d	PRAD	2.00238208393762
07b62048-2309-40f8-88c0-6893e95f1e70	LIHC	2.0774955194047
07c10a71-e945-4796-a3e0-3d48ec7e51f1	COAD	2.18978635867796
07c7a610-a810-46f3-beb7-6e4e8e09fe6b	LGG	1.97399969444143
07c8ccd3-0d6b-42d6-b3f5-ba4a552ef744	CESC	1.96759453177898
07c8db94-b9e4-48f7-8d98-077bfef8a3b3	ESCA	1.93564812371354
07cc19f2-720d-4ebc-91cf-ca2737aa078d	BLCA	2.11921192282946
07d0c83f-5382-4f31-a57e-581283b77a7f	LAML	1.99731316127126
07d13cdb-332c-4bd8-82f6-8655881cea74	BRCA	2.10072878820065
07d20156-d179-4467-849f-739d7881163f	BLCA	3.77838112991009
07e0e04d-a578-4ff6-8972-8dd82b0b0c2e	LUAD	5.16238546378743
07e28d9a-a162-4def-b3db-1ad0ce9827f3	BRCA	2.21613223258367
07e2b355-c96e-495f-9db6-51c947bc621b	UCEC	1.99955578620306
07e8b0ac-d1e2-4305-a0b7-67c214602f38	UCEC	2.00098284891082
07ee620e-606e-432f-93dc-dfcfdcfe3135	LIHC	1.93007576356053
07f7c5a2-1da8-4f7c-b6ec-f2d24ad91a36	UCEC	2.08138545236258
07f83da7-7dc1-4861-8431-2d828be96822	KIRP	2.13746097783732
07fbe2a0-470a-4fdb-99e2-8ac308e39473	SARC	3.19191266055324
0806dda4-563b-438b-b553-dd31c940eaf0	HNSC	5.04144008056254
080c3d7d-2f67-472f-a00a-aebff2246d01	KIRC	1.99796566499944
08114a8d-598d-4d55-b742-50b844b829be	GBM	3.98786395322532
0813f965-9829-458c-a571-66e2ce0372f8	UCEC	2.00034140550294
082abbe3-2c05-4ee4-aa34-c992566fdf0d	PAAD	1.81036747727226
083315bd-fac2-4fb6-ad91-1271b00bb737	SARC	1.8851964838726
0836cb2f-6a21-463c-9774-4892587f1e84	OV	2.08989100749914
084383c9-5045-4b23-bc79-962685f7da85	SARC	3.54167951631662
084914c7-efae-48f2-bffc-54788cd9053b	LIHC	2.31984687085496
084c17aa-4008-4b87-bed0-028f20d3ab50	MESO	5.45606474203722
0861c063-0949-4121-869b-5e179bdd1535	PAAD	1.86131494061034
086642bd-2a88-4e8d-a401-7b9f801c78f8	UCEC	2.0769606848752
086b9671-9220-478d-9898-e46d449e4d56	SARC	1.95675364638597
087686c0-6795-4348-b380-c12a079c4829	LIHC	1.93907816987873
0879d43a-3b2d-46a7-9faa-3dd9136be5c7	PRAD	1.89707726331402
087e0085-480e-4f55-afa6-d48b2b42a960	OV	2.7760320493048
0896cb74-deee-46cd-ac66-19f50e4e9503	HNSC	2.02195650619919
08b3033c-393b-43c8-921f-411a1a132859	KIRP	1.77291824894529
08b369a2-44c2-4258-b6de-b1cb8a64ad5f	HNSC	2.06026073152503
08b855f5-01bf-46b4-a7cd-7492f71dabec	HNSC	4.12944091697154
08c9601e-983c-4fc3-960f-df202b944ae9	CESC	2.02236752364168
08d255fe-9318-4b7f-9f47-5f7ce93e13bd	HNSC	3.76980688939159
08d36fc4-2b62-42d9-a0c6-07da6145b132	HNSC	1.94361954041597
08d604e3-5c1d-4b4e-9551-e1fe6ef28c6e	GBM	2.05113781301099
08d96eb0-8653-4776-966e-d14e1956d4a7	SARC	2.12703831263084
08da84c6-2240-4884-be29-4f7c683f9e4e	BRCA	2.45086753595278
08e895e6-2f45-436c-9b33-9768b66dc33b	BRCA	4.52017875902868
08f0b25a-a89a-49ae-bbbe-b7d078cdfe27	LGG	1.90932882453135
08f62a37-ee7f-41df-9202-fc67df171beb	GBM	1.94130784556947
08fc4f13-5ebb-4549-9d9b-895a15fd1395	UCEC	3.47162341828998
08ffebbf-a98d-48ee-b571-4d9212a780b8	LUSC	2.3016008257369
0902cfd2-1f9f-4114-a4d0-6ed304cd569f	UCEC	3.81022058843204
0902d8cf-f32c-48c5-9183-acd96cdac552	KICH	1.53948544778614
0905901d-7292-47cb-9231-e378b9bf8121	THCA	2.00007267528909
0905aeaa-d338-426f-ac9b-9550cdbd54d8	OV	3.54810914131338
0907bc60-950d-48be-88b4-fd105a0e93a7	THCA	2.00020092562321
